ID,c__ButtonCta,EAN,c__Ingredients,c__PdpLinkUrl,c__ProductType,UPC,c__aerinExclusive,c__age,c__alternateButtonLabel,c__basecode,c__batteryLife,c__batteryType,c__bootType,c__bottomType,brand,c__collection,c__color,c__colorName,c__condition,c__consoleWarranty,c__crossSells,c__customCSSFile,c__customLabel,c__digitalCameraFeatures,c__digitalCameraPixels,c__digitalCameraType,c__digitalCameraWarranty,c__dimDepth,c__dimHeight,c__dimWeight,c__dimWidth,c__displaySize,c__enableWhiteGloveDelivery,c__expectedShipDate,c__facebookEnabled__default,facebookEnabled__default,c__filterCategory,c__finish,c__finishCode,c__galleryID,c__gameGenre,c__gameRating,c__gameSystemType,c__gender,c__googleFeedProductType,c__googleProductCategory,c__gpsFeatures,c__gpsType,c__gpsWarranty,c__imageAspectRatio,c__instaFavLink,c__inventoryThreshold,c__isCADDwg,c__isCaliforniaProposition,c__isDropship,c__isGiftSet,c__isInstallPdf,c__isLetterSizeVariation,c__isNew,c__isNewtest,c__isOptionVariation,c__isPromoModule,c__isSale,c__isScentVariation,c__isSpecPdf,c__isStyleVariation,c__kidsAge,c__length,c__lensAperture,localizedTaxClassID__default,longDescription__default,manufacturerName,manufacturerSKU,c__material,c__materialTest,c__mediaFormat,c__memorySize,c__memoryType,minOrderQuantity,c__msrp,c__musicStorage,name__default,c__netSuiteItemHazardousValue,c__netSuiteVendorItemNumber,c__newArrivalFilterCategory,c__notKeywordSearch,c__notes,onlineFlag__default,onlineFrom__default,onlineTo__default,c__onlyShipping,c__opticalZoom,c__outerwearType,pageDescription__default,pageKeywords__default,pageTitle__default,pageURL__default,pinterestEnabled__default,c__portableAudioType,c__productAccess,c__productBadge,c__productMaterial,c__productPriceRange,c__productSetHeading,c__productShape,c__productSizeChartId,c__productTileImage,c__productTileMobImage,c__productTileTabImage,c__productType,c__quickViewDescription,c__redirectToCategoryId,c__refinementColor,c__refinementFinish,c__refinementShade,c__resolution,c__retailContactInfo,c__saleFilterCategory,c__sandalType,c__scent,searchPlacement__default,searchRank__default,searchable__default,searchableIfUnavailable__default,c__secondaryHoverImage,c__shade,c__shadeCode,c__sheets,c__shippingAndReturnDetails,c__shoeType,shortDescription__default,siteMapChangeFrequency__default,siteMapIncluded__default,siteMapPriority__default,c__size,c__sizeName,c__skinConcern,c__sortColors,c__stateRestrictions,stepQuantity,storeForcePriceEnabled,storeNonDiscountableEnabled,storeNonInventoryEnabled,storeNonRevenueEnabled,storeReceiptName__default,storeTaxClass,c__styleNumber,c__tabDescription,c__tabDetails,taxClassID,template,c__test,c__topNavDisplayName,c__topType,c__tvSignalFormat,c__tvSize,c__tvType,c__tvWarranty,unit,unitMeasure,unitQuantity,c__variation,c__videoStorage,c__waist,c__width
17122175,,,,,,756808030991,,,,ARN5255,,,,,,Turenne,,,New,,,,,,,,,,"16.5""",,"14""",,,In 1 Week,,false,Ceiling Light,Antique Brass,F6,,,,,,Lighting  >  Ceiling Lights  >  Pendant,2524,,,,,,,true,,true,,true,,,,,,,,true,,,,,,"<ul>
<li>Fixture Height: 16.5""</li>
<li>Width: 14""</li>
<li>Canopy: 5"" Round</li>
<li>Socket: 4 - E12 Candelabra</li>
<li>Wattage: 4 - 40 B</li>
<li>Note: UL only</li>
</ul>",,ARN 5255HAB-CG,,,,,,1,1379.0,,Turenne Medium Globe Pendant,false,ARN 5255HAB-CG,,,,true,,,,,,,,,,false,,isPublic,,,,,,,,,,Pendant,,,,Antique Brass,Clear Glass,,,,,,,,true,,,Clear Glass,S3,,,,This stylish globe and link chain pendant is a perfect way to bring character to a room. A beautiful addition to a high-ceilinged hallway or above a kitchen breakfast bar as a pair.,,,,,,,,,1,false,false,false,false,,,,,,P0000000,,,,,,,,,,,,,,,
18220018,,,,,,818909019630,,,,,,,,,,Velvet,,Moss,New,,,,,,,,,,,,,,,Available Now,,false,,,,,,,,,Home Décor  >  Velvet Collection  >  Frames,597,,,,,,,,,,,,,,,,,,,,,,,,,"<ul>
<li>Velvet</li> 
<li>Brass hardware</li> 
<li>Frame dimensions: 8.0""l x 10.0""w x 1.0""h</li> 
<li>Holds photo size: 4"" x 6""</li> 
<li>Clean with a dry brush or dry cloth.  Keep away from direct sunlight.</li> 
<li>Imported</li> 
</ul>",,,,,,,,1,450.0,,Valentina 4x6 Velvet Frame,false,,,,,true,,,,,,,,,,false,,isPublic,,Velvet,,,,,,,,Frame,,,GREEN,,,,,,,,,,true,,//i1.adis.ws/i/aerin/18220099_10_2?h=200&w=200,,,,,,"Bring a romantic touch to a tabletop with the Valentina Velvet Frame. It has a feminine appeal and a luxurious finish. Perfect for gifting, it is a beautiful way to frame photographs of loved ones.",,,,111,4x6,,,,1,false,false,false,false,,,,,,P0000000,,,,,,,,,,,0,10,,,
19130138,,,,,,811858031944,,Adult,,,,,,,,,,Gold,New,,,,,,,,,,,,,,,Available Now,,false,,,,,,,,Female,Fashion  >  Shoes  >  Sandal,187,,,,,,,,,,,,,,,,,,,,,,,,,,,,Suede,,,,,1,350.0,,T-Strap Leather Sandal,false,gold leather,,,,true,,,,,,,,,,false,,isPublic,Exclusive,Suede,,,,,,,,Sandals,,,GOLD,,,,,,,,,,true,,,,,,,,,,,,56,38,,,,1,false,false,false,false,,,,,,PC040100,,,,,,,,,,,0,2,,,
18122266,,,,,,756808038546,,,,ARN4003,,,,,,Mill,,,New,,,,,,,,,,"8.25""",,"15""",,,In 1 Week,,false,Ceiling Light,Burnished Silver Leaf,F2,,,,,,Lighting  >  Ceiling Lights  >  Flush Mount,2524,,,,,,,true,,true,,true,,,,,,true,,true,,,,,,"<ul>
<li>Height: 8.25""</li>
<li>Width: 15""</li>
<li>Socket: 3 - E12 Candelabra</li>
<li>Wattage: 3 - 60 T</li>
</ul>",,ARN 4003BSL,,,,,,1,819.0,,Mill Small Flush Mount,false,ARN 4003BSL,,,,true,,,,,,,,,,false,,isPublic,,,,,,,,,,Flush Mount,,,,Burnished Silver Leaf,,,,Lighting,,,,,true,,,NO SHADE,S1,,,,"This stylishly crafted flush mount lets the light shine through. The striated design creates a beguiling interplay between light and dark and adds a beautiful focal point, particularly in smaller rooms.",,,,,,,,,1,false,false,false,false,,,,,,P0000000,,,,,,,,,,,0,,,,
18122301,,,,,,,,,,,,,,,AERIN,Hampton,,NO COLOR,,,18122302;18122303;18122304;18122305,,,,,,,,,,,,,,,false,Ceiling Light,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,"<ul>
<li>Height: 8""</li>
<li>Width: 16.75""</li>
<li>Canopy: 6"" round</li>
<li>Socket: 3 - E12 Candelabra</li>
<li>Wattage: 3 - 60 C</li>
<li>Note: Ships with 3 feet of chain</li>
</ul>",,,,,,,,1,739.0,,Hampton Small Chandelier,,,,true,,true,,,ground,,,,,,,false,,isPublic,,,,,,,,,,Chandelier,,,NO COLOR,,,,,,,,,,true,,//i1.adis.ws/i/aerin/18122301_2_2?h=200&w=200,,,,,,"Like a piece of art, the Hampton ceiling light brings character to a room. It is particularly suited to smaller spaces. Inspired by leaves and flowers, its hand-stamped metal fronds have been crafted into layers that cast beautiful shadows.",,,,28,NO SIZE,,,,1,false,false,false,false,,,,,,P0000000,,,,,,,,,,,0,1,,,
18222109,,,,,,,,,,,,,,,,,,,,,18122331;18122325;18220074;18220002,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<ul>
 
<li>Dimensions: 7""w x 7""l x 7 1/4""h</li>
<li>Cotton</li>
<li>Mini Warren Table Lamp sold separately</li>
</ul>",,,,,,,,1,50.0,,Mini Warren Lamp Shade,,,,,,true,,,,,,,,,,false,,isPrivate,,,,,,,,,,,,,,,,,,,,,,,true,,//i1.adis.ws/i/aerin/18222109_8_2?h=200&w=200,,,,,,"This beautiful cotton shade adds a pop of color to the Mini Warren Table Lamp (sold separately). It casts a soft, subtle light and works well on side tables, in compact spaces, and for children&#146;s rooms.",,,,,,,,,1,false,false,false,false,,,,,,P0000000,,,,,,,,,,,,,,,
18120058,,,,,,818909018756,,,,,,,,,,Shagreen,,Dove,New,,,,,,,,,,,,,,,,,false,,,,,,,,,,Home & Garden > Kitchen & Dining > Tableware > Serveware > Serving Trays,,,,,,,,true,,,,,,,,,,,,,,,,,"<ul> 
<li>Embossed shagreen</li> 
<li>Brass hardware</li> 
<li>Suede lining</li> 
<li>Dimensions: 20.3"" x 14.5"" x 1.8""</li> 
<li>Clean shagreen with a damp cloth</li> 
<li>Imported</li> 
</ul>
",,,,,,,,1,475.0,,Modern Shagreen Cocktail Tray,false,,,,,true,,,,,,,,,,false,,isPublic,,Resin,,,,,,,,Tray,,,GRAY,,,,,,,,,,true,,//i1.adis.ws/i/aerin/23090028230_11_2?h=200&w=200,,,,,,"This stylish oval tray has a luxurious shagreen finish and integrated brass handles, which do not distract from the smooth beauty of its shape. Use it as an elegant home bar or for organizing objects on a bookshelf or table.",,,,28,NO SIZE,,,,1,false,false,false,false,,,,,,P0000000,,,,,,,,,,,,11,,,
18222118,,,,,,756808042727,,,,ARN2009,,,,,,Clarkson,,,New,,,,,,,,,,"17.75""",,"4.5""",,,In 1 Week,,false,Wall Light,Polished Nickel,F7,,,,,,Lighting  >  Wall Lights  >  Sconce,6073,,,,,,,true,,true,,true,,,,,,,,true,,,,,,"<ul>
<li>Height: 17.75""</li>
<li>Width: 4.5""</li>
<li>Extension: 5.75""</li>
<li>Backplate: 4.5"" Round</li>
<li>Socket: 2 - E12 Candelabra</li>
<li>Wattage: 2 - 25 B</li>
<li>Note: UL only</li>
</ul>",,ARN 2009PN/PN,,,,,,1,699.0,,Clarkson Medium Narrow Sconce,false,ARN 2009PN/PN,,,,true,,,,,,,,,,false,,isPublic,,,,,,,,,,Sconce,,,,Polished Nickel,Nickel,,,,,,,,true,,,Nickel,S14,,,,An elegant sconce that brings a classic look and a soft glow to larger hallways and rooms. Its design has a timeless appeal that works with most interiors.,,,,,,,,,1,false,false,false,false,,,,,,P0000000,,,,,,,,,,,,,,,
17210004,,,,,,887167313897,,,,,,,,,,,,1.7 oz,New,,17210002;17210003;17210006;17210007,,,,,,,,,,,,,Available Now,,false,,,,,,,,,Beauty  >  Tuberose Collection  >  Fragrance  >  Parfum,479,,,,,,,,,,,,,,,,,,,,,,,,,"<ul>
<li>Scent: Floral Tuberose Amber</li>
<li>Notes: Tuberose Absolute Essence, Tuberose Dusk Accord, Mandarin, Bergamot, Vetiver, Oakmoss</li>
</ul>",,,,,,,,1,260.0,,Tuberose Le Soir 1.7 oz,false,RRCE01,,,Tuberose/Amber,true,,,ground,,,,,,,false,,isPublic,,,,,,,,,,Parfum,,,NO COLOR,,,,,,,,,,true,,//i1.adis.ws/i/aerin/17210009_2_2?h=200&w=200,,,,,,"This fragrance is inspired by the rich, sensual scent of Tuberose in full bloom, harvested in India as the sun sets, and is perfect for an evening out. Sparkling Mandarin, Bergamot, Ylang Ylang, smooth Sandalwood, and Vanilla provide a luxurious, elegant warmth. Tuberose Le Soir comes in a creamy, rich rose bottle. ",,,,103,1.7 oz,,,,1,false,false,false,false,,,,,,PC040202,,,,,,,,,,,0,1,,,
18122313,,,,,,756808963657,,,,ARN5352,,,,,,Agnes,,,New,,,,,,,,,,,,"21""",,,In 1 Week,,false,Ceiling Light,Burnished Silver Leaf,F2,,,,,,Lighting  >  Ceiling Lights  >  Pendant,2524,,,,,,,true,,true,,true,,,,,,,,true,,,,,,"<ul>
<li>Overall Height: 50.5""</li>
<li>Fixture Height: 13.5""</li>
<li>Minimum Custom Height: 21""</li>
<li>Width: 21""</li>
<li>Canopy: 4.25"" Round</li>
<li>Socket: E26 Keyless</li>
<li>Wattage: 75 A</li>
</ul>",,ARN 5352BSL,,,,,,1,739.0,,Agnes Large Pendant,false,ARN 5352BSL,,,,true,,,,,,,,,,false,,isPublic,,,,,,,,,,Pendant,,,,Burnished Silver Leaf,,,,,,,,,true,,,NO SHADE,S1,,,,"The large Agnes ceiling light has a minimalist, bell-shaped design and a sleek finish. It is perfect for larger contemporary spaces. The contrasting interior and exterior is a stylish touch that provides additional character when the pendant is illuminated.",,,,,,,,,1,false,false,false,false,,,,,,P0000000,,,,,,,,,,,,,,,
17122077,,,,,,756808936712,,,,ARN3655,,,,,,,,,New,,,,,,,,,,"27.25""",,"17""",,,In 1 Week,,false,Table Lamp,Volcanic Ivory,F10,,,,,,Lighting  >  Table Lamps,4636,,,,,,,true,,true,,true,,,,,,,,true,,,,,,"<ul>
<li>Height: 27.25""</li>
<li>Width: 17""</li>
<li>Base: 5.25"" Round</li>
<li>Shade Details: 13"" x 17"" x 13.5""</li>
<li>Socket: E26 Dimmer</li>
<li>Wattage: 75 A</li>
</ul>",,ARN 3655VI-L,,,,,,1,579.0,,Toulon Table Lamp,false,ARN 3655VI-L,,,,true,,,,,,,,,,false,,isPublic,,,,,,,,,,Table Lamp,,,,Volcanic Ivory,Linen,,,,,,,,true,,,Linen,S2,,,,"The Toulon is a stylish interpretation of the natural world with a design that was inspired by coral or a volcanic surface. Added texture further elevates this beautiful, sculptural piece.",,,,,,,,,1,false,false,false,false,,,,,,P0000000,,,,,,,,,,,0,,,,
18222084,,,,,,,,,,,,,,,AERIN x Cabana,,,NO COLOR,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,"<ul>
<li>Diameter: 12""</li>
<li>Made in Italy</li>
</ul>",,,,,,,,1,500.0,,Charger Plate,,,,,,true,,,,,,,,,,false,,isPrivate,,,,,,,,,,,,,NO COLOR,,,,,,,,,,true,,,,,,,,"Inspired by traditional Tyrolean design, this charming clear glass plate has a delicate, hand painted floral motif in blue and red and is a beautiful addition to a table when entertaining. Part of an exclusive AERIN x Cabana glassware collection, it was hand-blown on the Venetian island of Murano, famed for its glass production.",,,,28,NO SIZE,,,,1,false,false,false,false,,,,,,P0000000,,,,,,,,,,,,1,,,
18122277,,,,,,756808038683,,,,ARN5111,,,,,,Rosehill,,,New,,,,,,,,,,"30.25""",,"21""",,,In 1 Week,,false,Ceiling Light,Polished Nickel,F7,,,,,,Lighting  >  Ceiling Lights  >  Chandelier,2249,,,,,,,true,,true,,true,,,,,,,,true,,,,,,"<ul>
<li>Height: 30.25""</li>
<li>Width: 21""</li>
<li>Canopy: 5.75"" Round</li>
<li>Socket: 4 - E12 Candelabra</li>
<li>Wattage: 4 - 60 C</li>
</ul>",,ARN 5111PN-WG,,,,,,1,1619.0,,Rosehill Large Chandelier,false,ARN 5111PN-WG,,,,true,,,,,,,,,,false,,isPublic,,,,,,,,,,Chandelier,,,,Polished Nickel,White Glass,,,,,,,,true,,,White Glass,S11,,,,"This elegant chandelier adds a touch of old world elegance to a room. The beautifully crafted Strie glass gives off a warm glow, while link chains attach to an ornamental ceiling base for added character.",,,,,,,,,1,false,false,false,false,,,,,,P0000000,,,,,,,,,,,,,,,
18222356,,,,,,756808963817,,,,ARN2000,,,,,,,,,,,,,,,,,,,"16""",,"4.5""",,,In 1 Week,,false,Wall Light,Plaster White,F5,,,,,,Lighting > Wall Lights,6073,,,,,,,true,,true,,true,,,,,,,,true,,,,,,"<ul>
<li>Height: 16""</li>
<li>Width: 4.5""</li>
<li>Extension: 8.5""</li>
<li>Backplate: 4.25"" round</li>
<li>Socket: E12 Candelabra</li>
<li>Wattage: 60 B</li>
</ul>",,ARN 2000PW-WG,,,,,,1,479.0,,Edgemere Wall Light,false,ARN 2000PW-WG,,,,true,,,,,,,,,,false,,isPublic,,,,,,,,,,Wall Light,,,,Plaster White,White Glass,,,,,,,,true,,,White Glass,S11,,,,"A beautiful tulip shaped bowl emits a soft glow ideal for foyers, entryways, and hallways. Create a welcoming warmth for arriving guests.",,,,,,,,,1,false,false,false,false,,,,,,P0000000,,,,,,,,,,,0,,,,
18122244,,,,,,756808038324,,,,ARN2037,,,,,,Selfoss,,,New,,,,,,,,,,"23""",,"8""",,,In 1 Week,,false,Wall Light,Bronze and Gild,F47,,,,,,Lighting  >  Wall Lights  >  Sconce,6073,,,,,,,true,,true,,true,,,,,,,,true,,,,,,"<ul>
<li>Height: 23""</li>
<li>Width: 8""</li>
<li>Extension: 4.75""</li>
<li>Backplate: 4.75"" x 18"" Rectangle</li>
<li>Socket: 4 - E12 Candelabra</li>
<li>Wattage: 4 - 40 T</li>
<li>Note: UL only</li>
</ul>",,ARN 2037BZ/G,,,,,,1,1049.0,,Selfoss Large Sconce,false,ARN 2037BZ/G,,,,true,,,,,,,,,,false,,isPublic,,,,,,,,,,Sconce,,,,Bronze and Gild,,,,,,,,,true,,,NO SHADE,S1,,,,"A stylish sconce with a gold interior that adds a warm glow to its light source. Beautifully curved, it was inspired by sculptural form. The Selfoss is a versatile wall light, working in both contemporary and period interiors.",,,,,,,,,1,false,false,false,false,,,,,,P0000000,,,,,,,,,,,0,,,,
2013114.10,,,,,,,,,,,,,,,,,,NO COLOR,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,78.0,,Sweet Grass - Orchid,,,,,,true,,,,,,,,,,false,,isPublic,,,,,,,,,,,,,NO COLOR,,,,,,,,,,true,,,,,,,,,,,,28,NO SIZE,,,,1,false,false,false,false,,,,,,P0000000,,,,,,,,,,,,1,,,
17120052,,,,,,818909017827,,,,,,,,,AERIN,Leon,,Gold,New,,17120051;23134628093;23134628092;23134628108,,,,,,,,,,,,,Available Now,,false,,,,Caleen Plate,,,,,Tabletop & Bar  >  Barware  >  Corkscrew,2976,,,,,,,,,,,,,,,,,,,,,,,,,"<ul> 
<li>Brass plated</li> 
<li>Dimensions: 4.3"" x 3.0"" x 0.8""</li> 
<li>Imported</li> 
</ul>",,,,,,,,1,150.0,,Leon Corkscrew,,,,,,true,,,,,,,,,,false,,isPublic,,Brass,,,,,,,,Bottle Opener/Corkscrew,,,GOLD,,,,,,,,,,true,,,,,,,,"The Leon Corkscrew, with its contemporary twisted geometry, is a stylish addition to a home bar.",,,,28,NO SIZE,,,,1,false,false,false,false,,,,,,P0000000,,,,,,,,,,,0,2,,,
18230133,,,,,,,,,,,,,,,AERIN,,,,,,18230134;18230132;18230122;18230128,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<ul> 
<li>Calf hair, nappa leather</li>
 <li>Gold zip</li>
 <li>Inside pocket</li>
 <li>Dimensions: 19.3""l x 6.3""w x 11.8""h</li>
 <li>Comes in a protective dust bag</li>
 <li>Made in Italy</li>
 <li>Care instructions: Only clean with a dry brush or dry cloth</li>
</ul>",,,,,,,,1,1450.0,,Leopard Mini Weekender,,,,,,true,,,,,,,,,,false,,isPublic,Exclusive,,,,,,,,,Weekender,,,,,,,,,,,,,true,,//i1.adis.ws/i/aerin/18230133_6_2?h=200&w=200,,,,,,"This mini weekender bag in a stylish leopard print is ideal for an overnight getaway or for times when a roomy handbag is required on a busy day. Expertly made to the highest standards from calf hair, it is further enhanced by nappa leather handles and trim.",,,,,,,,,1,false,false,false,false,,,,,,PC040204,,,,,,,,,,,0,,,,
17120064,,,,,,818909017933,,,,,,,,,,,,White,New,,23094628088;17120061;17120060;17120059,,,,,,,,,,,,,,,false,,,,,,,,,Home Décor  >  Objets & Sculptures  >  Objet,11,,,,,,,,,,,,,,,,,,,,,,,,,"<ul> 
<li>Porcelain</li> 
<li>Dimensions: 6.0"" x 5.0"" x 2.0""</li> 
<li>Imported</li> 
</ul>",,,,,,,,1,150.0,,Dahlia Porcelain Flower,false,,,,,true,,,,,,,,,,false,,isPublic,,Porcelain,,,,,,,,Objet,,,WHITE,,,,,,,,,,true,true,,,,,,,"The Dahlia is one of the beautiful porcelain flowers in the AERIN Home Collection. Handcrafted to create a bloom of multiple delicate petals, it is an exquisite gift for a mother, sister or friend to keep on a vanity",,,,28,NO SIZE,,,,1,false,false,false,false,,,,,,P0000000,,,,,,,,,,,0,4,,,
17120002,,,,,,818909017506,,,,,,,,,,Shagreen,,Mist,New,,,,,,,,,,,,,,,,,false,,,,,,,,,Home Décor  >  Shagreen Collection  >  Frames,597,,,,,,,,true,,,,,,,,,,,,,,,,,"<ul> 
<li>Embossed shagreen</li> 
<li>Brass hardware</li> 
<li>Suede lining</li> 
<li>Frame dimensions: 11.5"" x 9.5"" x 1.3""</li> 
<li>Holds photo size: 8"" x 10""</li> 
<li>Keep out of direct sunlight to avoid fading</li> 
</ul>",,,,,,,,1,375.0,,Classic Shagreen 8x10 Frame,false,,,,,true,,,,,,,,,,false,,isPublic,,Resin,,,,,,,,Frame,,,Light Blue,,,,,,,,,,true,,,,,,,,This modern yet classic frame juxtaposes the luxury and texture of embossed shagreen trimmed in polished brass. The versatile color elegantly displays a favorite family photo or a small piece of art.,,,,24,8x10,,,,1,false,false,false,false,,,,,,P0000000,,,,,,,,,,,0,30,,,
17222108,,,,,,756808033732,,,,ARN2301,,,,,,Beaumont,,,New,,,,,,,,,,"19""",,"7.5""",,,In 1 Week,,false,Wall Light,Gild,F3,,,,,,Lighting  >  Wall Lights  >  Sconce,6073,,,,,,,true,,true,,true,,,,,,,,true,,,,,,"<ul>
<li>Height: 19""</li>
<li>Width: 7.5""</li>
<li>Extension: 5.25""</li>
<li>Backplate: 4.25"" x 6.25"" Oval</li>
<li>Socket: E12 Candelabra</li>
<li>Wattage: 60 B</li>
</ul>",,ARN 2301G-L,,,,,,1,519.0,,Beaumont Medium Tail Sconce,false,ARN 2301G-L,,,,true,,,,,,,,,,false,,isPublic,,,,,,,,,,Sconce,,,,Gild,Linen,,,,,,,,true,,,Linen,S2,,,,"This stylish sconce brings a warm glow to any room. With clean lines and a linen shade, a subtle two-tiered design on its base adds a contemporary touch. ",,,,,,,,,1,false,false,false,false,,,,,,P0000000,,,,,,,,,,,0,,,,
18122315,,,,,,756808963695,,,,ARN5352,,,,,,Agnes,,,New,,,,,,,,,,,,"21""",,,In 1 Week,,false,Ceiling Light,Matte Black,F4,,,,,,Lighting  >  Ceiling Lights  >  Pendant,2524,,,,,,,true,,true,,true,,,,,,,,true,,,,,,"<ul>
<li>Overall Height: 50.5""</li>
<li>Fixture Height: 13.5""</li>
<li>Minimum Custom Height: 21""</li>
<li>Width: 21""</li>
<li>Canopy: 4.25"" Round</li>
<li>Socket: E26 Keyless</li>
<li>Wattage: 75 A</li>
</ul>",,ARN 5352MBK,,,,,,1,739.0,,Agnes Large Pendant,false,ARN 5352MBK,,,,true,,,,,,,,,,false,,isPublic,,,,,,,,,,Pendant,,,,Matte Black,,,,,,,,,true,,,NO SHADE,S1,,,,"The large Agnes ceiling light has a minimalist, bell-shaped design and a sleek finish. It is perfect for larger contemporary spaces. The contrasting interior and exterior is a stylish touch that provides additional character when the pendant is illuminated.",,,,,,,,,1,false,false,false,false,,,,,,P0000000,,,,,,,,,,,,,,,
18222155,,,,,,756808043090,,,,ARN5123,,,,,,Bonnington,,,New,,,,,,,,,,"14.25""",,"7.25""",,,In 8-10 Weeks,,false,Ceiling Light,Polished Nickel,F7,,,,,,Lighting  >  Ceiling Lights  >  Pendant,2524,,,,,,,true,,true,,true,,,,,,,,true,,,,,,"<ul>
<li>Height: 14.25""</li> 
<li>Width: 6.5""</li> 
<li>Canopy: 6"" Octagon</li> 
<li>Socket: E26 Keyless</li> 
<li>Wattage: 40 A</li> 
</ul>",,ARN 5123PN-CG,,,,,,1,1469.0,,Bonnington Small Pendant,false,ARN 5123PN-CG,,,,true,,,,,,,,,,false,,isPublic,,,,,,,,,,Pendant,,,,Polished Nickel,Crystal,,,,,,,,true,,,Crystal,S7,,,,"This elegant, mid-century modern-style pendant is created from six elongated crystals. It is a perfect solution for smaller rooms and staircases. ",,,,,,,,,1,false,false,false,false,,,,,,P0000000,,,,,,,,,,,,,,,
18222350,,,,,,756808963879,,,,ARN3608,,,,,,,,,,,,,,,,,,,"32.5""",,"18""",,,In 1 Week,,false,Table Lamp,Marbleized Sienna,F27,,,,,,Lighting  >  Table Lamps,4636,,,,,,,true,,true,,true,,,,,,,,true,,,,,,"<ul>
<li>Height: 32.5""</li>
<li>Width: 18""</li>
<li>Shade Details: 18"" x 18"" x 11""</li>
<li>Socket: E26 Dimmer</li>
<li>Wattage: 150 A</li>
</ul>",,ARN 3608MS-L,,,,,,1,529.0,,Culloden Table Lamp,false,ARN3608MS-L,,,,true,,,,,,,,,,false,,isPublic,,,,,,,,,,Table Lamp,,,,Marbleized Sienna,Linen,,,,,,,,true,,,Linen,S2,,,,"A simple, classic design with beautiful finishes, Culloden has endless appeal. Discreetly masculine, it has a faintly nautical element that works equally well in bucolic and urban environments.",,,,,,,,,1,false,false,false,false,,,,,,P0000000,,,,,,,,,,,0,,,,
16222118,,,,,,,,,,,,,,,AERIN,,,NO COLOR,,,2401413000002;24012528130;24012628910;16222115,,,,,,,,,,,,,,,false,Ceiling Light,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,"<ul>
<li>Height: 29.75""</li>
<li>Width: 32""</li>
<li>Canopy: 6.25"" Round</li>
<li>Socket: 4 - E12 Candelabra</li>
<li>Wattage: 4 - 40 B</li>
</ul>",,,,,,,,1,1379.0,,Benit Medium Sculpted Chandelier,,ARN 5426,,,,true,,,ground,,,,,,,false,,isPublic,,,,,,,,,,Chandelier,,,NO COLOR,,,,,,,,,,true,,//i1.adis.ws/i/aerin/16222118_4_2?h=200&w=200,,,,,,"Bring the feel of coastal living to your home with the Benit Pendant. Inspired by the surface of a shell, its stylized form has a beautiful organic appeal. A subtle piece that is perfect for a contemporary interior.",,,,28,NO SIZE,,,,1,false,false,false,false,,,,,,P0000000,,,,,,,,,,,,1,,,
24012628082,,,,,,756808946247,,,,ARN5204,,,,,,Fontaine,,,New,,,,,,,,,,"45.25""",,"34.25""",,,In 1 Week,,false,Ceiling Light,Gilded Plaster,F15,,,,,,Lighting  >  Ceiling Lights  >  Chandelier,2249,,,,,,,true,,true,,true,,,,,,,,true,,,,,,"<ul>
<li>Height: 45.25""</li>
<li>Width: 34.25""</li>
<li>Canopy: 5"" Round</li>
<li>Shade Details: 3"" x 5.5"" x 9.5""</li>
<li>Socket: 8 - E12 Candelabra</li>
<li>Wattage: 8 - 40 B</li>
</ul>",,ARN 5204GP-L,,,,,,1,1739.0,,Fontaine Vertical Chandelier,false,ARN 5204GP-L,,,,true,,,,,,,,,,false,,isPublic,,,,,,,,,,Chandelier,,,,Gilded Plaster,Linen,,,,,,,,true,,,Linen,S2,,,,"The vertical configuration of the Fontaine Vertical Chandelier is perfectly suited to high ceilings and staircases. Inspired by mid-century modern design, the asymmetrical approach with eight linen shades creates a bold, sculptural piece that brings character and style wherever it is placed.",,,,,,,,,1,false,false,false,false,,,,,,P0000000,,,,,,,,,,,,,,,
